id,numeroInputs,vida_jogador1,vida_jogador2,primeiraTeclaJogador1,segundaTeclaJogador1,terceiraTeclaJogador1,quartaTeclaJogador1,turnoAtual,turno_ataque,turno_defesa,turnoJogador1,partida,teclaDisponivel_1,teclaDisponivel_2,teclaDisponivel_3,teclaDisponivel_4,teclaDisponivel_5,teclaDisponivel_6,teclaDisponivel_7,delta_vida_j1,delta_vida_j2,ratio_vida,total_teclas_disponiveis,tecla_anterior_1,tecla_anterior_2,tecla_anterior_3,tecla_anterior_4,zona_vida_j1,zona_vida_j2,vantagem,turnos_desde_disponivel_1,turnos_desde_disponivel_2,turnos_desde_disponivel_3,turnos_desde_disponivel_4,turnos_desde_disponivel_5,turnos_desde_disponivel_6,turnos_desde_disponivel_7
Player1,4,78.0,66.89999999999998,2,5,7,5,5,0.0,1.0,defesa,7,0,1,0,0,1,1,1,0.0,-19.0,1.1659192650834196,4,6.0,1.0,3.0,3.0,3,2,1,1,0,3,2,0,0,0
Player1,4,67.5,66.89999999999998,5,5,2,6,6,1.0,0.0,ataque,7,0,1,0,0,1,1,1,-10.5,0.0,1.0089685947837284,4,2.0,6.0,1.0,3.0,2,2,1,2,0,4,3,0,0,0
Player1,4,67.5,64.19999999999997,2,1,6,1,7,0.0,1.0,defesa,7,1,1,0,0,0,1,0,0.0,-2.700000000000003,1.0514018527819031,3,5.0,2.0,6.0,1.0,2,2,1,0,0,5,4,1,0,1
Player1,4,55.6,64.19999999999997,2,7,1,2,8,1.0,0.0,ataque,7,1,1,0,0,0,1,1,-11.899999999999999,0.0,0.8660436002173898,4,2.0,5.0,2.0,6.0,2,2,0,0,0,6,5,2,0,0
Player1,4,53.6,42.79999999999997,6,5,7,5,9,0.0,1.0,defesa,7,0,1,0,0,1,1,1,-2.0,-21.400000000000006,1.2523364193379352,4,2.0,2.0,5.0,2.0,2,1,1,1,0,7,6,0,0,0
Player1,4,32.099999999999994,36.79999999999997,5,6,6,6,10,1.0,0.0,ataque,7,0,1,0,0,1,1,0,-21.500000000000007,-6.0,0.8722825849923217,3,6.0,2.0,2.0,5.0,1,1,0,2,0,8,7,0,0,1
Player1,4,24.099999999999994,19.799999999999965,3,1,2,1,11,0.0,1.0,defesa,7,1,1,1,0,0,1,0,-8.0,-17.000000000000004,1.217171655698403,4,5.0,6.0,2.0,2.0,0,0,1,0,0,0,8,1,0,2
Player1,4,100.0,100.0,1,7,4,5,0,1.0,0.0,ataque,8,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,82.5,1,1,1,2,1,0.0,1.0,defesa,8,1,1,1,1,1,1,1,0.0,-17.5,1.212121197428834,7,1.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,84.0,80.5,2,6,2,3,2,1.0,0.0,ataque,8,0,1,1,0,0,1,0,-16.0,-2.0,1.0434782479071025,3,1.0,1.0,0.0,0.0,3,3,1,1,0,0,1,1,0,1
Player1,4,79.0,61.5,7,4,3,2,3,0.0,1.0,defesa,8,0,1,1,1,1,1,1,-5.0,-19.0,1.2845528246414175,6,2.0,1.0,1.0,0.0,3,2,1,2,0,0,0,0,0,0
Player1,4,62.3,55.5,1,5,7,6,4,1.0,0.0,ataque,8,1,1,0,0,1,1,1,-16.700000000000003,-6.0,1.1225225022968919,5,7.0,2.0,1.0,1.0,2,2,1,0,0,1,1,0,0,0
Player1,4,70.3,48.7,6,1,1,1,5,0.0,1.0,defesa,8,1,1,0,0,1,1,0,8.0,-6.799999999999997,1.4435317978740903,4,1.0,7.0,2.0,1.0,2,1,1,0,0,2,2,0,0,1
Player1,4,59.8,58.7,2,2,6,6,6,1.0,0.0,ataque,8,0,1,0,0,0,1,0,-10.5,10.0,1.018739335285531,2,6.0,1.0,7.0,2.0,2,2,1,1,0,3,3,1,0,2
Player1,4,59.8,42.5,6,5,5,2,7,0.0,1.0,defesa,8,0,1,0,0,1,1,1,0.0,-16.200000000000003,1.407058790422146,4,2.0,6.0,1.0,7.0,2,1,1,2,0,4,4,0,0,0
Player1,4,44.5,37.5,1,2,2,2,8,1.0,0.0,ataque,8,1,1,0,0,1,1,1,-15.299999999999997,-5.0,1.1866666350222232,5,6.0,2.0,6.0,1.0,1,1,1,0,0,5,5,0,0,0
Player1,4,44.5,14.9,1,1,2,6,9,0.0,1.0,defesa,8,1,1,0,0,0,1,1,0.0,-22.6,2.9865769807666456,4,1.0,6.0,2.0,6.0,1,0,1,0,0,6,6,1,0,0
Player1,4,100.0,100.0,3,6,2,1,0,1.0,0.0,ataque,9,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,89.0,7,6,3,3,1,0.0,1.0,defesa,9,1,1,1,1,1,1,1,0.0,-11.0,1.1235954929933092,7,3.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,77.3,99.0,5,7,2,5,2,1.0,0.0,ataque,9,0,1,0,1,1,1,1,-22.700000000000003,10.0,0.7808080729211305,5,7.0,3.0,0.0,0.0,3,3,0,1,0,1,0,0,0,0
Player1,4,85.3,79.0,1,4,5,5,3,0.0,1.0,defesa,9,1,1,0,1,1,1,0,8.0,-20.0,1.0797468217753567,5,5.0,7.0,3.0,0.0,3,3,1,0,0,2,0,0,0,1
Player1,4,65.69999999999999,76.0,1,1,2,4,4,1.0,0.0,ataque,9,1,1,0,1,0,1,0,-19.60000000000001,-3.0,0.8644736728358726,4,1.0,5.0,7.0,3.0,2,3,0,0,0,3,0,1,0,2
Player1,4,65.69999999999999,72.5,6,7,7,7,5,0.0,1.0,defesa,9,0,1,0,0,0,1,1,0.0,-3.5,0.9062068840523188,3,1.0,1.0,5.0,7.0,2,2,0,1,0,4,1,2,0,0
Player1,4,42.39999999999999,72.5,6,5,6,5,6,1.0,0.0,ataque,9,0,1,0,0,1,1,1,-23.299999999999997,0.0,0.5848275781403092,4,6.0,1.0,1.0,5.0,1,2,0,2,0,5,2,0,0,0
Player1,4,42.39999999999999,62.0,5,1,2,6,7,0.0,1.0,defesa,9,1,1,0,0,1,1,0,0.0,-10.5,0.6838709567117587,4,6.0,6.0,1.0,1.0,1,2,0,0,0,6,3,0,0,1
Player1,4,9.099999999999994,60.0,1,7,7,1,8,1.0,0.0,ataque,9,1,1,0,0,0,1,1,-33.3,-2.0,0.15166666413888885,4,5.0,6.0,6.0,1.0,0,2,0,0,0,7,4,1,0,0
Player1,4,100.0,100.0,4,3,6,1,0,1.0,0.0,ataque,10,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,84.5,4,3,5,3,1,0.0,1.0,defesa,10,1,1,1,1,1,1,1,0.0,-15.5,1.1834319386576102,7,4.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,89.5,94.5,6,2,5,2,2,1.0,0.0,ataque,10,0,1,0,0,1,1,1,-10.5,10.0,0.9470899370678314,4,4.0,4.0,0.0,0.0,3,3,0,1,0,1,1,0,0,0
Player1,4,96.5,86.5,1,6,6,7,3,0.0,1.0,defesa,10,1,1,0,0,0,1,1,7.0,-8.0,1.1156069235189952,4,6.0,4.0,4.0,0.0,3,3,1,0,0,2,2,1,0,0
Player1,4,78.5,86.5,6,2,6,1,4,1.0,0.0,ataque,10,1,1,0,0,0,1,1,-18.0,0.0,0.9075144403755556,4,1.0,6.0,4.0,4.0,3,3,0,0,0,3,3,2,0,0
Player1,4,72.5,74.9,5,2,5,2,5,0.0,1.0,defesa,10,0,1,0,0,1,1,0,-6.0,-11.599999999999994,0.9679572634451633,3,6.0,1.0,6.0,4.0,2,2,0,1,0,4,4,0,0,1
Player1,4,49.5,72.9,7,7,7,5,6,1.0,0.0,ataque,10,0,1,0,0,1,1,1,-23.0,-2.0,0.6790123363647141,4,5.0,6.0,1.0,6.0,1,2,0,2,0,5,5,0,0,0
Player1,4,49.5,51.3,6,2,1,1,7,0.0,1.0,defesa,10,1,1,0,0,0,1,1,0.0,-21.60000000000001,0.9649122618925486,4,7.0,5.0,6.0,1.0,1,2,0,0,0,6,6,1,0,0
Player1,4,38.4,47.3,2,1,1,1,8,1.0,0.0,ataque,10,1,1,0,0,0,1,0,-11.100000000000001,-4.0,0.8118393063036088,3,6.0,7.0,5.0,6.0,1,1,0,0,0,7,7,2,0,1
Player1,4,35.4,27.000000000000007,5,2,5,2,9,0.0,1.0,defesa,10,0,1,0,0,1,1,1,-3.0,-20.29999999999999,1.3111110625514417,4,2.0,6.0,7.0,5.0,1,1,1,1,0,8,8,0,0,0
Player1,4,16.4,20.000000000000007,7,3,7,3,10,1.0,0.0,ataque,10,0,1,1,0,1,1,1,-19.0,-7.0,0.8199999590000017,5,5.0,2.0,6.0,7.0,0,0,0,2,0,0,9,0,0,0
Player1,4,100.0,100.0,4,3,1,5,0,1.0,0.0,ataque,11,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,91.5,5,6,6,6,1,0.0,1.0,defesa,11,1,1,1,1,1,1,1,0.0,-8.5,1.0928961629191676,7,4.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,68.0,89.5,7,2,6,2,2,1.0,0.0,ataque,11,0,1,0,0,0,1,1,-32.0,-2.0,0.759776527823726,3,5.0,4.0,0.0,0.0,2,3,0,1,0,1,1,1,0,0
Player1,4,62.0,70.5,7,3,2,3,3,0.0,1.0,defesa,11,1,1,1,1,0,1,1,-6.0,-19.0,0.8794326116392538,6,7.0,5.0,4.0,0.0,2,2,0,0,0,0,0,2,0,0
Player1,4,43.0,68.5,1,1,6,5,4,1.0,0.0,ataque,11,1,1,0,0,1,1,0,-19.0,-2.0,0.6277372171133253,4,7.0,7.0,5.0,4.0,1,2,0,0,0,1,1,0,0,1
Player1,4,53.0,57.3,5,5,2,6,5,0.0,1.0,defesa,11,1,1,0,1,1,1,0,10.0,-11.200000000000003,0.9249563538402034,5,1.0,7.0,7.0,5.0,2,2,0,0,0,2,0,0,0,2
Player1,4,32.800000000000004,67.30000000000001,2,7,2,2,6,1.0,0.0,ataque,11,0,1,0,0,0,1,1,-20.199999999999996,10.000000000000014,0.48736997789940595,3,5.0,1.0,7.0,7.0,1,2,0,1,0,3,1,1,0,0
Player1,4,28.800000000000004,51.70000000000002,6,1,7,4,7,0.0,1.0,defesa,11,1,1,0,1,0,1,1,-4.0,-15.599999999999994,0.5570599505404265,5,2.0,5.0,1.0,7.0,1,2,0,0,0,4,0,2,0,0
Player1,4,7.400000000000006,45.70000000000002,6,5,5,1,8,1.0,0.0,ataque,11,1,1,0,0,1,1,0,-21.4,-6.0,0.1619255982073174,4,6.0,2.0,5.0,1.0,0,1,0,0,0,5,1,0,0,1
Player1,4,100.0,100.0,5,1,3,1,0,1.0,0.0,ataque,12,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,76.0,4,3,6,7,1,0.0,1.0,defesa,12,1,1,1,1,1,1,1,0.0,-24.0,1.3157894563711914,7,5.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,81.5,86.0,4,2,4,4,2,1.0,0.0,ataque,12,0,1,0,1,0,1,1,-18.5,10.0,0.9476744075851813,4,4.0,5.0,0.0,0.0,3,3,0,1,0,1,0,1,0,0
Player1,4,81.5,82.0,5,1,1,6,3,0.0,1.0,defesa,12,1,1,0,0,1,1,0,0.0,-4.0,0.993902426903629,4,4.0,4.0,5.0,0.0,3,3,0,0,0,2,1,0,0,1
Player1,4,58.0,82.0,1,6,7,6,4,1.0,0.0,ataque,12,1,1,0,0,1,1,1,-23.5,0.0,0.7073170645449138,5,5.0,4.0,4.0,5.0,2,3,0,0,0,3,2,0,0,0
Player1,4,51.0,51.0,6,6,7,6,5,0.0,1.0,defesa,12,0,1,0,0,0,1,1,-7.0,-31.0,0.9999999803921573,3,1.0,5.0,4.0,4.0,2,2,0,1,0,4,3,1,0,0
Player1,4,23.0,49.0,5,2,2,6,6,1.0,0.0,ataque,12,0,1,0,0,1,1,0,-28.0,-2.0,0.4693877455226991,3,6.0,1.0,5.0,4.0,0,1,0,2,0,5,4,0,0,1
Player1,4,19.0,21.0,6,2,5,6,7,0.0,1.0,defesa,12,1,1,0,0,1,1,0,-4.0,-28.0,0.9047618616780065,4,5.0,6.0,1.0,5.0,0,0,0,0,0,6,5,0,0,2
Player1,4,13.0,16.0,1,2,7,7,8,1.0,0.0,ataque,12,1,1,0,0,0,1,1,-6.0,-5.0,0.8124999492187531,4,6.0,5.0,6.0,1.0,0,0,0,0,0,7,6,1,0,0
Player1,4,100.0,100.0,1,3,2,5,0,1.0,0.0,ataque,13,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,80.0,6,2,5,1,1,0.0,1.0,defesa,13,1,1,1,1,1,1,1,0.0,-20.0,1.2499999843750003,7,1.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,82.6,75.0,4,7,6,6,2,1.0,0.0,ataque,13,0,1,0,1,0,1,1,-17.400000000000006,-5.0,1.101333318648889,4,6.0,1.0,0.0,0.0,3,2,1,1,0,1,0,1,0,0
Player1,4,82.6,63.0,7,4,6,2,3,0.0,1.0,defesa,13,0,1,1,1,0,1,1,0.0,-12.0,1.311111090299824,5,4.0,6.0,1.0,0.0,3,2,1,2,0,0,0,2,0,0
Player1,4,52.0,59.0,5,2,5,5,4,1.0,0.0,ataque,13,1,1,0,0,1,1,0,-30.599999999999994,-4.0,0.8813559172651539,4,7.0,4.0,6.0,1.0,2,2,0,0,0,1,1,0,0,1
Player1,4,52.0,44.5,3,3,5,5,5,0.0,1.0,defesa,13,1,1,1,0,1,1,0,0.0,-14.5,1.1685392995833865,5,5.0,7.0,4.0,6.0,2,1,1,0,0,0,2,0,0,2
Player1,4,41.8,40.5,6,7,1,1,6,1.0,0.0,ataque,13,1,1,0,0,0,1,1,-10.200000000000003,-4.0,1.0320987399481794,4,3.0,5.0,7.0,4.0,1,1,1,0,0,1,3,1,0,0
Player1,4,38.8,23.700000000000003,1,6,1,1,7,0.0,1.0,defesa,13,1,1,0,0,0,1,1,-3.0,-16.799999999999997,1.6371307326105171,4,6.0,3.0,5.0,7.0,1,0,1,0,0,2,4,2,0,0
Player1,4,35.00000000000001,27.700000000000003,5,6,5,6,8,1.0,0.0,ataque,13,0,1,0,0,1,1,0,-3.79999999999999,4.0,1.263537860522099,3,1.0,6.0,3.0,5.0,1,1,1,1,0,3,5,0,0,1
Player1,4,45.00000000000001,20.800000000000004,7,6,5,5,9,0.0,1.0,defesa,13,0,1,0,0,1,1,1,10.0,-6.899999999999999,2.163461434448969,4,5.0,1.0,6.0,3.0,1,0,1,2,0,4,6,0,0,0
Player1,4,15.800000000000004,20.800000000000004,1,6,3,3,10,1.0,0.0,ataque,13,1,1,1,0,0,1,1,-29.200000000000003,0.0,0.759615348095416,5,7.0,5.0,1.0,6.0,0,0,0,0,0,0,7,1,0,0
Player1,4,100.0,100.0,6,1,4,1,0,1.0,0.0,ataque,14,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,86.0,5,3,1,3,1,0.0,1.0,defesa,14,1,1,1,1,1,1,1,0.0,-14.0,1.1627906841535967,7,6.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,92.5,86.0,7,5,5,2,2,1.0,0.0,ataque,14,0,1,1,0,1,1,1,-7.5,0.0,1.075581382842077,5,5.0,6.0,0.0,0.0,3,3,1,1,0,0,1,0,0,0
Player1,4,98.0,76.0,4,7,7,2,3,0.0,1.0,defesa,14,0,1,0,1,0,1,1,5.5,-10.0,1.2894736672437677,4,7.0,5.0,6.0,0.0,3,3,1,2,0,1,0,1,0,0
Player1,4,78.0,83.0,6,1,3,2,4,1.0,0.0,ataque,14,1,1,1,0,0,1,0,-20.0,7.0,0.9397590248221804,4,4.0,7.0,5.0,6.0,3,3,0,0,0,0,1,2,0,1
Player1,4,74.0,59.0,5,1,6,2,5,0.0,1.0,defesa,14,1,1,0,0,1,1,0,-4.0,-24.0,1.2542372668773345,4,6.0,4.0,7.0,5.0,2,2,1,0,0,1,2,0,0,2
Player1,4,59.5,59.0,6,5,7,7,6,1.0,0.0,ataque,14,0,1,0,0,1,1,1,-14.5,0.0,1.0084745591783975,4,5.0,6.0,4.0,7.0,2,2,1,1,0,2,3,0,0,0
Player1,4,55.5,39.0,6,6,7,7,7,0.0,1.0,defesa,14,0,1,0,0,0,1,1,-4.0,-20.0,1.4230768865877723,3,6.0,5.0,6.0,4.0,2,1,1,2,0,3,4,1,0,0
Player1,4,43.4,49.0,1,6,2,1,8,1.0,0.0,ataque,14,1,1,0,0,0,1,0,-12.100000000000001,10.0,0.8857142676384844,3,6.0,6.0,5.0,6.0,1,1,0,0,0,4,5,2,0,1
Player1,4,39.4,40.6,1,2,6,1,9,0.0,1.0,defesa,14,1,1,0,0,1,1,0,-4.0,-8.399999999999999,0.9704433258511496,4,1.0,6.0,6.0,5.0,1,1,0,0,0,5,6,0,0,2
Player1,4,19.9,37.6,5,5,7,5,10,1.0,0.0,ataque,14,0,1,0,0,1,1,1,-19.5,-3.0,0.5292553050729972,4,1.0,1.0,6.0,6.0,0,1,0,1,0,6,7,0,0,0
Player1,4,100.0,100.0,5,2,5,1,0,1.0,0.0,ataque,15,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,79.0,2,7,5,4,1,0.0,1.0,defesa,15,1,1,1,1,1,1,1,0.0,-21.0,1.2658227687870536,7,5.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,73.39999999999999,73.0,4,3,7,3,2,1.0,0.0,ataque,15,0,1,1,1,0,1,1,-26.60000000000001,-6.0,1.0054794382811034,5,2.0,5.0,0.0,0.0,2,2,1,1,0,0,0,1,0,0
Player1,4,83.39999999999999,55.0,1,2,1,3,3,0.0,1.0,defesa,15,1,1,1,0,0,1,0,10.0,-18.0,1.516363608793389,4,4.0,2.0,5.0,0.0,3,2,1,0,0,0,1,2,0,1
Player1,4,73.29999999999998,65.0,1,5,5,5,4,1.0,0.0,ataque,15,1,1,0,0,1,1,0,-10.100000000000009,10.0,1.1276922903431954,4,1.0,4.0,2.0,5.0,2,2,1,0,0,1,2,0,0,2
Player1,4,81.29999999999998,51.1,5,5,7,5,5,0.0,1.0,defesa,15,0,1,0,0,1,1,1,8.0,-13.899999999999999,1.5909980119178468,4,1.0,1.0,4.0,2.0,3,2,1,1,0,2,3,0,0,0
Player1,4,62.49999999999997,47.1,7,2,2,2,6,1.0,0.0,ataque,15,0,1,0,0,0,1,1,-18.80000000000001,-4.0,1.3269638784084097,3,5.0,1.0,1.0,4.0,2,1,1,2,0,3,4,1,0,0
Player1,4,54.49999999999997,8.900000000000006,2,6,1,2,7,0.0,1.0,defesa,15,1,1,0,0,0,1,0,-8.0,-38.199999999999996,6.1235948175736095,3,7.0,5.0,1.0,1.0,2,0,1,0,0,4,5,2,0,1
Player1,4,100.0,100.0,6,7,6,1,0,1.0,0.0,ataque,16,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,76.0,1,3,4,1,1,0.0,1.0,defesa,16,1,1,1,1,1,1,1,0.0,-24.0,1.3157894563711914,7,6.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,84.5,86.0,2,3,5,5,2,1.0,0.0,ataque,16,0,1,1,1,1,1,0,-15.5,10.0,0.9825581281097893,5,1.0,6.0,0.0,0.0,3,3,0,1,0,0,0,0,0,1
Player1,4,90.5,66.0,2,5,2,5,3,0.0,1.0,defesa,16,0,1,0,0,1,1,1,6.0,-20.0,1.3712121004361804,4,2.0,1.0,6.0,0.0,3,2,1,2,0,1,1,0,0,0
Player1,4,64.29999999999998,61.0,6,6,1,1,4,1.0,0.0,ataque,16,1,1,0,1,0,1,1,-26.200000000000017,-5.0,1.0540983433754367,5,2.0,2.0,1.0,6.0,2,2,1,0,0,2,0,1,0,0
Player1,4,54.29999999999998,37.0,6,1,1,1,5,0.0,1.0,defesa,16,1,1,0,0,0,1,1,-10.0,-24.0,1.46756752790358,4,6.0,2.0,2.0,1.0,2,1,1,0,0,3,1,2,0,0
Player1,4,39.79999999999998,29.0,5,7,5,5,6,1.0,0.0,ataque,16,0,1,0,1,1,1,1,-14.5,-8.0,1.3724137457788357,5,6.0,6.0,2.0,2.0,1,1,1,1,0,4,0,0,0,0
Player1,4,100.0,100.0,1,7,2,7,0,1.0,0.0,ataque,17,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,70.0,5,6,7,1,1,0.0,1.0,defesa,17,1,1,1,1,1,1,1,0.0,-30.0,1.4285714081632657,7,1.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,0
Player1,4,69.8,68.0,3,4,3,4,2,1.0,0.0,ataque,17,0,1,1,1,1,1,0,-30.200000000000003,-2.0,1.0264705731401387,5,5.0,1.0,0.0,0.0,2,2,1,1,0,0,0,0,0,1
Player1,4,89.8,63.0,3,4,2,4,3,0.0,1.0,defesa,17,0,1,1,1,0,1,0,20.0,-5.0,1.4253968027714794,4,3.0,5.0,1.0,0.0,3,2,1,2,0,0,0,1,0,2
Player1,4,84.89999999999999,73.0,1,2,2,1,4,1.0,0.0,ataque,17,1,1,0,0,1,1,1,-4.900000000000006,10.0,1.1630136826984425,5,3.0,3.0,5.0,1.0,3,2,1,0,0,1,1,0,0,0
Player1,4,84.89999999999999,61.1,6,1,7,6,5,0.0,1.0,defesa,17,1,1,0,0,1,1,1,0.0,-11.899999999999999,1.38952534550695,5,1.0,3.0,3.0,5.0,3,2,1,0,0,2,2,0,0,0
Player1,4,67.3,59.1,5,5,6,6,6,1.0,0.0,ataque,17,0,1,0,0,1,1,1,-17.599999999999994,-2.0,1.1387478656726249,4,6.0,1.0,3.0,3.0,2,2,1,1,0,3,3,0,0,0
Player1,4,63.3,41.8,5,6,5,5,7,0.0,1.0,defesa,17,0,1,0,0,1,1,0,-4.0,-17.300000000000004,1.5143540307570806,3,5.0,6.0,1.0,3.0,2,1,1,2,0,4,4,0,0,1
Player1,4,38.1,39.8,7,2,1,6,8,1.0,0.0,ataque,17,1,1,0,0,0,1,1,-25.199999999999996,-2.0,0.9572864081083818,4,5.0,5.0,6.0,1.0,1,1,0,0,0,5,5,1,0,0
Player1,4,28.1,18.8,7,6,1,2,9,0.0,1.0,defesa,17,1,1,0,0,0,1,1,-10.0,-20.999999999999996,1.4946807715595334,4,7.0,5.0,5.0,6.0,1,0,1,0,0,6,6,2,0,0
Player1,4,100.0,100.0,7,1,7,4,0,1.0,0.0,ataque,18,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,72.5,6,7,3,2,1,0.0,1.0,defesa,18,1,1,1,1,1,1,1,0.0,-27.5,1.3793103258026163,7,7.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,0
Player1,4,79.0,80.5,3,6,5,5,2,1.0,0.0,ataque,18,0,1,1,0,1,1,0,-21.0,8.0,0.9813664474364416,4,6.0,7.0,0.0,0.0,3,3,0,1,0,0,1,0,0,1
Player1,4,89.0,54.49999999999999,1,4,6,5,3,0.0,1.0,defesa,18,1,1,0,1,1,1,0,10.0,-26.000000000000007,1.6330274929719728,5,3.0,6.0,7.0,0.0,3,2,1,0,0,1,0,0,0,2
